SERVICE_WID,SERVICE,SUB_SERVICE,SERVICE_STATUS_CD,SRV_PLAN_WID,PLAN_NAME,SRV_PLAN_STATUS_CD,SERVICE_START_DATE,SERVICE_END_DATE,SERVICE_DURATION,SERVICE_START_MONTH,SERVICE_START_YEAR,SERVICE_END_MONTH,SERVICE_END_YEAR,CASE_WID,CASE_NUM,TOTAL_COST_AMT,OUTCOME_FEES_PAID_AMT,SERVICE_SUPPORT_COST_AMT,CLIENT_TYPE_WID,CLIENT_TYPE_CD,CLIENT_TYPE,BIRTH_DATE,GENDER,EDUCATION_LEVEL,BIRTH_DECATE,AGE,GROUP_AGE
8576845694.0,Job Sustainment,Job Sustainment,Closed,866384345.0,Employment Services,Closed,2021-07-08,2022-07-08,365.0,7,2021,7.0,2022.0,1894659920.0,1-58323179291,2362.5,2362.5,0.0,18.0,GENERAL,General w/o a Disability,1975-04-06,Woman/Girl,Elementary,1970,48,40 - 49
8385780994.0,Self-Serve Services,Employer Identified Wage Subsidy,Closed,865754501.0,Self-Serve,Open,2021-10-25,2022-04-11,168.0,10,2021,4.0,2022.0,1810013228.0,1-56701118223,7330.71,0.0,6893.21,15.0,NEO OTHER ACTIVE,BCEA NEO Other and EI Active,1994-09-29,Woman/Girl,Elementary,1990,29,20 - 29
8385218694.0,Client Needs Assessment,Client Needs Assessment,Closed,865743026.0,Employment Services,Closed,2021-10-12,2021-10-12,0.0,10,2021,10.0,2021.0,1128435932.0,1-721164-192729,3270.99,0.0,96.25,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,1984-08-11,Man/Boy,Secondary,1980,39,30 - 39
2441281264.0,Self-Serve Services,Self-Serve Services,Cancelled,876212715.0,Self-Serve,Closed,2020-04-23,2020-11-16,207.0,4,2020,11.0,2020.0,1268826479.0,1-59612149286,,,,17.0,GENERAL PWD,General with a Disability,1965-11-23,Man/Boy,Apprenticeship,1960,58,50 - 59
2224249694.0,Job Sustainment,Job Sustainment,Closed,815006502.0,Employment Services,Closed,2019-07-22,2020-10-29,465.0,7,2019,10.0,2020.0,1161693686.0,1-64263499366,1618.75,1312.5,306.25,2.0,BCEA NEO PWD,BCEA NEO PWD,2005-09-21,Man/Boy,Elementary,2000,18,19-
8189074264.0,Skills Enhancement - Training Services,Occupational Skills Training,Cancelled,866917826.0,Employment Services,Closed,2020-10-21,2020-11-19,29.0,10,2020,11.0,2020.0,1209374520.0,1-51066351036,1801.31,,,13.0,NEO PPMB ACTIVE,BCEA NEO PPMB and EI Active,1994-06-13,Man/Boy,Elementary,1990,29,20 - 29
8176212464.0,Client Needs Assessment,Client Needs Assessment,Closed,866907288.0,Employment Services,Closed,2020-10-27,2021-02-23,119.0,10,2020,2.0,2021.0,1230633827.0,1-51317672652,2625.0,,,13.0,NEO PPMB ACTIVE,BCEA NEO PPMB and EI Active,2003-09-06,Man/Boy,College,2000,20,20 - 29
8975989994.0,Self-Serve Services,Self-Serve Services,Closed,867366308.0,Self-Serve,Closed,2020-09-08,2020-09-09,1.0,9,2020,9.0,2020.0,1233210966.0,1-51566460834,,,,5.0,EI ACTIVE,EI Active,2004-10-28,Woman/Girl,Secondary,2000,19,19-
2492128994.0,Client Needs Assessment,Client Needs Assessment,Cancelled,871641902.0,Employment Services,Closed,2020-03-19,2020-09-09,174.0,3,2020,9.0,2020.0,1279521163.0,1-59932084356,,,,14.0,NEO PPMB REACHBACK,BCEA NEO PPMB and EI Reachback,2000-02-12,Woman/Girl,Secondary,2000,24,20 - 29
7937353994.0,Job Search,Job Search,Closed,813900348.0,Employment Services,Open,2022-02-10,2022-04-17,66.0,2,2022,4.0,2022.0,1166364110.0,1-64832795971,5250.0,,,1.0,BCEA EO,BCEA EO,1982-10-06,Man/Boy,Elementary,1980,41,40 - 49
7901299694.0,External Referrals,Referral to Other Community Agencies,Closed,865045777.0,Employment Services,Closed,2022-02-14,2022-05-03,78.0,2,2022,5.0,2022.0,1881908203.0,1-54923810680,,,,1.0,BCEA EO,BCEA EO,1985-11-27,Man/Boy,University,1980,38,30 - 39
7122763994.0,Job Search,Job Search,Closed,865656820.0,Employment Services,Closed,2022-03-01,2022-04-19,49.0,3,2022,4.0,2022.0,1822978117.0,1-56445400044,262.5,,,10.0,EO REACHBACK,BCEA EO and EI Reachback,1995-01-05,Woman/Girl,University,1990,29,20 - 29
7476533994.0,Job Search,Job Search,In Progress,864518766.0,Employment Services,Open,2022-12-23,2023-06-09,168.0,12,2022,6.0,2023.0,1876106619.0,1-53415823693,,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1988-08-03,Woman/Girl,Apprenticeship,1980,35,30 - 39
7557974464.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Ended Delivery,864041642.0,Employment Services,Open,2022-11-15,2022-11-22,7.0,11,2022,11.0,2022.0,1864119222.0,1-50457092368,,,,13.0,NEO PPMB ACTIVE,BCEA NEO PPMB and EI Active,1983-01-15,Man/Boy,College,1980,41,40 - 49
7509964264.0,Job Search,Job Search,In Progress,863126448.0,Employment Services,Open,2022-11-28,2023-12-01,368.0,11,2022,12.0,2023.0,1128402407.0,1-721156-844131,,,,12.0,NEO PWD REACHBACK,BCEA NEO PWD and EI Reachback,2000-08-12,Woman/Girl,Elementary,2000,23,20 - 29
7190578694.0,Skills Enhancement - STOC,FoodSafe,Closed,864999368.0,Employment Services,Open,2022-02-26,2022-02-26,0.0,2,2022,2.0,2022.0,1881500485.0,1-54181611820,1644.56,0.0,135.19,6.0,EI ACTIVE,EI Active,2005-08-08,Man/Boy,Apprenticeship,2000,18,19-
7994472264.0,Self-Serve Services,Self-Serve Services,Closed,865399143.0,Self-Serve,Open,2022-01-05,2022-01-23,18.0,1,2022,1.0,2022.0,1824499940.0,1-55666066831,6913.28,,,4.0,BCEA NEO OTHER,BCEA NEO Other,2002-03-07,Woman/Girl,College,2000,21,20 - 29
7356273464.0,Client Needs Assessment,Client Needs Assessment,Closed,863748852.0,Employment Services,Open,2023-02-17,2023-02-24,7.0,2,2023,2.0,2023.0,1853329016.0,1-41123482672,988.75,,,17.0,GENERAL PWD,General with a Disability,1992-05-24,Woman/Girl,Secondary,1990,31,30 - 39
7538439464.0,Client Needs Assessment,Client Needs Assessment,In Progress,863110032.0,Employment Services,Open,2022-11-25,,,11,2022,,,1859550635.0,1-49147470303,,,,5.0,EI ACTIVE,EI Active,1998-07-30,Man/Boy,Elementary,1990,25,20 - 29
2737735464.0,Skills Enhancement - Training Services,Occupational Skills Training,Cancelled,823574140.0,Employment Services,Closed,2020-01-08,2020-01-08,0.0,1,2020,1.0,2020.0,1106981746.0,1-63508472033,91.88,,,11.0,NEO PWD ACTIVE,BCEA NEO PWD and EI Active,1992-06-17,Woman/Girl,College,1990,31,30 - 39
2739072994.0,Job Sustainment,Job Sustainment,Closed,822047189.0,Employment Services,Closed,2019-11-01,2020-12-14,409.0,11,2019,12.0,2020.0,1148761322.0,1-63998547056,2663.41,2625.0,0.0,4.0,BCEA NEO OTHER,BCEA NEO Other,2003-08-31,Man/Boy,University,2000,20,20 - 29
2739059694.0,Skills Enhancement - ESS Workshops,Find Jobs or Work Experience Workshop,Closed,823682636.0,Employment Services,Closed,2019-11-27,2019-12-02,5.0,11,2019,12.0,2019.0,1107599259.0,1-63532488645,,,,15.0,NEO OTHER ACTIVE,BCEA NEO Other and EI Active,1971-10-12,Woman/Girl,Secondary,1970,52,50 - 59
7360616464.0,Client Needs Assessment,Client Needs Assessment,Closed,863758750.0,Employment Services,Open,2023-02-15,2023-02-15,0.0,2,2023,2.0,2023.0,1853525863.0,1-41900543473,1227.93,,,5.0,EI ACTIVE,EI Active,1961-10-14,Woman/Girl,Elementary,1960,62,60+
7374285264.0,Self-Serve Services,Employer Identified Wage Subsidy,Closed,863830629.0,Self-Serve,Closed,2023-02-08,2023-02-10,2.0,2,2023,2.0,2023.0,1854501442.0,1-49039196075,,,,17.0,GENERAL PWD,General with a Disability,1999-10-20,Man/Boy,College,1990,24,20 - 29
2753462694.0,Job Search,Job Search,Closed,820349620.0,Employment Services,Open,2019-11-21,2021-01-08,414.0,11,2019,1.0,2021.0,1100206960.0,1-63381227047,12972.31,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1989-01-10,Man/Boy,Elementary,1980,35,30 - 39
2135237694.0,Client Needs Assessment,Client Needs Assessment,Closed,814100106.0,Employment Services,Closed,2019-06-27,2019-07-09,12.0,6,2019,7.0,2019.0,1162711224.0,1-64239845776,350.0,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,2004-08-01,Man/Boy,Elementary,2000,19,19-
2137264464.0,Job Search,Job Search,Closed,814905725.0,Employment Services,Closed,2019-06-26,2020-01-02,190.0,6,2019,1.0,2020.0,1161062940.0,1-64250858372,,,,15.0,NEO OTHER ACTIVE,BCEA NEO Other and EI Active,1999-06-11,Man/Boy,Secondary,1990,24,20 - 29
8804839264.0,Self-Serve Services,Self-Serve Services,Cancelled,866525531.0,Self-Serve,Closed,2021-03-05,2021-03-05,0.0,3,2021,3.0,2021.0,1898869990.0,1-58890168241,3505.65,,,9.0,EO ACTIVE,BCEA EO and EI Active,2004-10-06,Woman/Girl,Apprenticeship,2000,19,19-
8847806464.0,Job Sustainment,Job Sustainment,Closed,867418658.0,Employment Services,Closed,2021-02-24,2022-02-24,365.0,2,2021,2.0,2022.0,1236688271.0,1-51881774522,8671.25,1225.0,0.0,13.0,NEO PPMB ACTIVE,BCEA NEO PPMB and EI Active,1997-07-27,Woman/Girl,College,1990,26,20 - 29
8839059464.0,Self-Serve Services,Employer Identified Wage Subsidy,Closed,866604895.0,Self-Serve,Closed,2021-03-08,2021-04-30,53.0,3,2021,4.0,2021.0,1892591860.0,1-58228618488,4054.45,0.0,3398.2,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1997-08-08,Man/Boy,Apprenticeship,1990,26,20 - 29
8830705264.0,Skills Enhancement - Training Services,Occupational Skills Training,Closed,866929146.0,Employment Services,Closed,2021-04-06,2021-10-15,192.0,4,2021,10.0,2021.0,1201953817.0,1-51049066611,11735.16,0.0,8585.16,14.0,NEO PPMB REACHBACK,BCEA NEO PPMB and EI Reachback,2003-07-30,Woman/Girl,Unknown,2000,20,20 - 29
8831946264.0,Job Search,Job Search,Closed,867351784.0,Employment Services,Closed,2021-02-18,2022-02-07,354.0,2,2021,2.0,2022.0,1233242994.0,1-51558779005,6858.81,0.0,124.45,12.0,NEO PWD REACHBACK,BCEA NEO PWD and EI Reachback,1992-06-03,Man/Boy,Unknown,1990,31,30 - 39
2612802694.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Closed,820349620.0,Employment Services,Open,2019-12-20,2019-12-20,0.0,12,2019,12.0,2019.0,1100206960.0,1-63381227047,12972.31,0.0,8.58,13.0,NEO PPMB ACTIVE,BCEA NEO PPMB and EI Active,2006-01-20,Woman/Girl,Unknown,2000,18,19-
8830047994.0,Self-Employment,Business Concept Development and Acceptance,Closed,870622513.0,Employment Services,Open,2021-03-01,2021-03-21,20.0,3,2021,3.0,2021.0,1253130752.0,1-59376987261,18919.47,,,10.0,EO REACHBACK,BCEA EO and EI Reachback,1995-11-16,Man/Boy,Unknown,1990,28,20 - 29
8792450994.0,Skills Enhancement - STOC,Basic Computer Training,Closed,814397547.0,Employment Services,Closed,2021-03-15,2021-03-19,4.0,3,2021,3.0,2021.0,1167528862.0,1-64868521149,1106.0,0.0,546.88,18.0,GENERAL,General w/o a Disability,2003-02-02,Woman/Girl,Elementary,2000,21,20 - 29
2720767264.0,Job Sustainment,Job Sustainment,Closed,825021160.0,Employment Services,Closed,2019-10-27,2019-12-21,55.0,10,2019,12.0,2019.0,1133894977.0,1-63693009366,813.75,525.0,172.38,11.0,NEO PWD ACTIVE,BCEA NEO PWD and EI Active,2003-08-05,Man/Boy,Apprenticeship,2000,20,20 - 29
2003387694.0,Client Needs Assessment,Client Needs Assessment,Closed,867466019.0,Employment Services,Closed,2020-08-14,2020-08-21,7.0,8,2020,8.0,2020.0,1235163803.0,1-51787150650,,,,7.0,EI REACHBACK,EI Reachback,1997-12-04,Woman/Girl,Secondary,1990,26,20 - 29
8911642464.0,Client Needs Assessment,Client Needs Assessment,Ended Delivery,867406485.0,Employment Services,Open,2020-08-21,2023-03-31,952.0,8,2020,3.0,2023.0,1128457098.0,1-721164-280344,3609.38,,,18.0,GENERAL,General w/o a Disability,2003-12-30,Woman/Girl,Unknown,2000,20,20 - 29
2052356464.0,Client Needs Assessment,Client Needs Assessment,Closed,867501373.0,Employment Services,Closed,2020-07-27,2020-08-02,6.0,7,2020,8.0,2020.0,1128434419.0,1-721156-172541,,,,15.0,NEO OTHER ACTIVE,BCEA NEO Other and EI Active,2004-11-23,Man/Boy,Elementary,2000,19,19-
8966966994.0,Job Sustainment,Job Sustainment,Closed,829143847.0,Employment Services,Closed,2020-08-19,2021-06-08,293.0,8,2020,6.0,2021.0,1158351804.0,1-64556889286,787.5,787.5,0.0,17.0,GENERAL PWD,General with a Disability,1992-05-26,Man/Boy,Unknown,1990,31,30 - 39
2051064464.0,Skills Enhancement - ESS Workshops,Find Jobs or Work Experience Workshop,Closed,867501284.0,Employment Services,Closed,2020-08-01,2020-08-31,30.0,8,2020,8.0,2020.0,1236973561.0,1-51254143251,577.5,,,9.0,EO ACTIVE,BCEA EO and EI Active,1998-09-08,Man/Boy,Secondary,1990,25,20 - 29
2849115464.0,Skills Enhancement - ESS Workshops,Find Jobs or Work Experience Workshop,Closed,826143630.0,Employment Services,Closed,2019-10-22,2019-10-24,2.0,10,2019,10.0,2019.0,1131678091.0,1-63235619168,2638.13,0.0,13.13,5.0,EI ACTIVE,EI Active,1986-01-07,Non-Binary,Elementary,1980,38,30 - 39
2847190694.0,Skills Enhancement - STOC,Other,Closed,826143423.0,Employment Services,Closed,2019-10-11,2019-10-11,0.0,10,2019,10.0,2019.0,1131678042.0,1-63234417680,2113.03,0.0,344.53,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,1992-09-27,Woman/Girl,Secondary,1990,31,30 - 39
2842082694.0,Client Needs Assessment,Client Needs Assessment,Closed,826207029.0,Employment Services,Closed,2019-10-02,2019-10-02,0.0,10,2019,10.0,2019.0,1132936918.0,1-63899285584,9417.09,,,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,1982-03-08,Woman/Girl,University,1980,41,40 - 49
2841453994.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Closed,822349747.0,Employment Services,Closed,2019-09-05,2019-09-17,12.0,9,2019,9.0,2019.0,1148957286.0,1-64009602826,1225.0,,,12.0,NEO PWD REACHBACK,BCEA NEO PWD and EI Reachback,1995-03-12,Woman/Girl,Apprenticeship,1990,28,20 - 29
2794224694.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Closed,825029088.0,Employment Services,Closed,2019-10-21,2019-10-31,10.0,10,2019,10.0,2019.0,1133895392.0,1-63697203889,,,,1.0,BCEA EO,BCEA EO,2003-02-02,Woman/Girl,Apprenticeship,2000,21,20 - 29
2751891994.0,Job Search,Job Search,Closed,820619757.0,Employment Services,Closed,2019-11-18,2020-03-19,122.0,11,2019,3.0,2020.0,1135354179.0,1-63779023313,3030.9,0.0,78.75,11.0,NEO PWD ACTIVE,BCEA NEO PWD and EI Active,1997-03-14,Woman/Girl,University,1990,26,20 - 29
2349603264.0,Job Sustainment,Job Sustainment,Closed,884570070.0,Employment Services,Closed,2020-06-22,2021-06-21,364.0,6,2020,6.0,2021.0,1225472789.0,1-60548359459,2625.0,2625.0,0.0,13.0,NEO PPMB ACTIVE,BCEA NEO PPMB and EI Active,2001-10-16,Man/Boy,Secondary,2000,22,20 - 29
2366537694.0,Job Search,Job Search,Closed,870622527.0,Employment Services,Open,2020-06-04,2021-05-10,340.0,6,2020,5.0,2021.0,1253130732.0,1-59376559559,350.0,,,7.0,EI REACHBACK,EI Reachback,2004-10-06,Woman/Girl,Unknown,2000,19,19-
2303293994.0,External Referrals,Referral for Assistive Technology Services,Closed,861240844.0,Employment Services,Closed,2020-06-25,2020-06-26,1.0,6,2020,6.0,2020.0,1247271422.0,1-59034952297,2712.5,,,2.0,BCEA NEO PWD,BCEA NEO PWD,1972-11-11,Man/Boy,Unknown,1970,51,50 - 59
8227046994.0,Job Search,Job Search,Closed,866255636.0,Employment Services,Closed,2020-12-08,2020-12-15,7.0,12,2020,12.0,2020.0,1205111298.0,1-52690129726,2636.38,,,9.0,EO ACTIVE,BCEA EO and EI Active,1992-10-19,Man/Boy,University,1990,31,30 - 39
2231224264.0,Self-Serve Services,Self-Serve Services,Cancelled,821161069.0,Self-Serve,Closed,2019-08-15,2021-01-03,507.0,8,2019,1.0,2021.0,1154906048.0,1-64446448330,,,,4.0,BCEA NEO OTHER,BCEA NEO Other,2005-01-16,Man/Boy,University,2000,19,19-
7225063994.0,Self-Employment,Business Plan Development,Closed,865018138.0,Employment Services,Open,2022-04-18,2022-06-24,67.0,4,2022,6.0,2022.0,1820083841.0,1-55332680597,19572.0,,,2.0,BCEA NEO PWD,BCEA NEO PWD,1992-04-04,Man/Boy,Secondary,1990,31,30 - 39
7107384464.0,Skills Enhancement - ESS Workshops,Maintain Employment Workshop,Closed,864955151.0,Employment Services,Open,2022-04-07,2022-05-15,38.0,4,2022,5.0,2022.0,1128456053.0,1-721164-234417,1080.63,,,9.0,EO ACTIVE,BCEA EO and EI Active,2004-09-27,Man/Boy,Apprenticeship,2000,19,19-
7295454994.0,Job Search,Job Search,Cancelled,864255777.0,Employment Services,Closed,2022-04-13,2022-08-29,138.0,4,2022,8.0,2022.0,1128313753.0,1-721144-2605,,,,18.0,GENERAL,General w/o a Disability,2005-11-06,Man/Boy,Elementary,2000,18,19-
7178104264.0,Client Needs Assessment,Client Needs Assessment,Ended Delivery,864955104.0,Employment Services,Open,2022-03-11,2023-03-10,364.0,3,2022,3.0,2023.0,1128585354.0,1-721168-169775,,,,13.0,NEO PPMB ACTIVE,BCEA NEO PPMB and EI Active,2002-10-11,Man/Boy,College,2000,21,20 - 29
7213061464.0,Job Search,Job Search,Closed,864230869.0,Employment Services,Open,2022-04-19,2022-04-20,1.0,4,2022,4.0,2022.0,1884607205.0,1-54473622825,7572.62,,,18.0,GENERAL,General w/o a Disability,1987-06-05,Man/Boy,College,1980,36,30 - 39
2645227694.0,Job Search,Job Search,Closed,881348691.0,Employment Services,Closed,2019-12-13,2020-06-30,200.0,12,2019,6.0,2020.0,1295769665.0,1-60951703733,2603.78,0.0,962.5,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,1982-12-01,Man/Boy,College,1980,41,40 - 49
2630736464.0,Skills Enhancement - ESS Workshops,Find Jobs or Work Experience Workshop,Closed,886464530.0,Employment Services,Closed,2020-01-31,2020-01-31,0.0,1,2020,1.0,2020.0,1229911215.0,1-60734234329,,,,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1984-05-08,Man/Boy,Apprenticeship,1980,39,30 - 39
2633684464.0,Specialized Assessments,Psychological Vocational Assessment,Closed,887404363.0,Employment Services,Closed,2020-02-10,2020-02-10,0.0,2,2020,2.0,2020.0,1128453313.0,1-721164-726242,0.0,0.0,0.0,2.0,BCEA NEO PWD,BCEA NEO PWD,2005-11-29,Man/Boy,Elementary,2000,18,19-
7285622464.0,Client Needs Assessment,Client Needs Assessment,Closed,864883100.0,Employment Services,Closed,2022-04-28,2022-06-30,63.0,4,2022,6.0,2022.0,1883753272.0,1-54347096801,,,,2.0,BCEA NEO PWD,BCEA NEO PWD,1991-12-17,Man/Boy,University,1990,32,30 - 39
7225217694.0,Specialized Assessments,Neuropsychological Vocational Assessment,Closed,864961104.0,Employment Services,Open,2022-07-12,2022-07-12,0.0,7,2022,7.0,2022.0,1882352443.0,1-54236263213,4355.31,,,9.0,EO ACTIVE,BCEA EO and EI Active,2003-01-28,Woman/Girl,Unknown,2000,21,20 - 29
7106244264.0,Skills Enhancement - ESS Workshops,Find Jobs or Work Experience Workshop,Closed,864951244.0,Employment Services,Open,2022-04-07,2022-04-27,20.0,4,2022,4.0,2022.0,1128315019.0,1-721148-836292,787.5,,,11.0,NEO PWD ACTIVE,BCEA NEO PWD and EI Active,1994-04-13,Man/Boy,College,1990,29,20 - 29
7294943694.0,Client Needs Assessment,Client Needs Assessment,Cancelled,864243207.0,Employment Services,Closed,2022-04-13,2022-05-25,42.0,4,2022,5.0,2022.0,1884155957.0,1-54429266709,,,,14.0,NEO PPMB REACHBACK,BCEA NEO PPMB and EI Reachback,1992-08-04,Woman/Girl,Apprenticeship,1990,31,30 - 39
2591091694.0,Client Needs Assessment,Client Needs Assessment,Closed,885614424.0,Employment Services,Closed,2020-01-30,2021-01-30,366.0,1,2020,1.0,2021.0,1222328404.0,1-60651869199,30.71,,,2.0,BCEA NEO PWD,BCEA NEO PWD,1979-12-29,Man/Boy,College,1970,44,40 - 49
2286111464.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Closed,813199688.0,Employment Services,Closed,2019-08-07,2019-08-15,8.0,8,2019,8.0,2019.0,1166364692.0,1-64805903364,2958.89,0.0,13.13,9.0,EO ACTIVE,BCEA EO and EI Active,2003-04-07,Man/Boy,Apprenticeship,2000,20,20 - 29
2286351994.0,Client Needs Assessment,Client Needs Assessment,Closed,810294161.0,Employment Services,Open,2019-07-23,2020-07-23,366.0,7,2019,7.0,2020.0,1159970739.0,1-64670691135,4020.63,,,14.0,NEO PPMB REACHBACK,BCEA NEO PPMB and EI Reachback,1984-05-08,Man/Boy,Elementary,1980,39,30 - 39
2100347264.0,Client Needs Assessment,Client Needs Assessment,Closed,812094124.0,Employment Services,Closed,2019-04-29,2019-07-25,87.0,4,2019,7.0,2019.0,1186936215.0,1-65327688722,,,,12.0,NEO PWD REACHBACK,BCEA NEO PWD and EI Reachback,1984-12-02,Woman/Girl,University,1980,39,30 - 39
2282370464.0,Self-Serve Services,Self-Serve Services,Closed,810195128.0,Self-Serve,Closed,2019-07-22,2021-04-16,634.0,7,2019,4.0,2021.0,1160550731.0,1-64686031052,,,,6.0,EI ACTIVE,EI Active,1961-12-03,Woman/Girl,Secondary,1960,62,60+
2224836694.0,Self-Serve Services,Self-Serve Services,Cancelled,813346709.0,Self-Serve,Closed,2019-07-17,2019-07-19,2.0,7,2019,7.0,2019.0,1163363123.0,1-64740083127,,,,1.0,BCEA EO,BCEA EO,2002-07-24,Woman/Girl,Unknown,2000,21,20 - 29
8930997694.0,Job Search,Job Search,Closed,867044188.0,Employment Services,Closed,2020-09-30,2020-11-17,48.0,9,2020,11.0,2020.0,1209903376.0,1-51357734018,,,,9.0,EO ACTIVE,BCEA EO and EI Active,1993-09-06,Man/Boy,Apprenticeship,1990,30,30 - 39
2007870694.0,Skills Enhancement - STOC,FoodSafe,Closed,879750985.0,Employment Services,Open,2020-08-12,2020-08-19,7.0,8,2020,8.0,2020.0,1285426373.0,1-60044681637,0.0,0.0,0.0,18.0,GENERAL,General w/o a Disability,2001-04-04,Man/Boy,Unknown,2000,22,20 - 29
2223624464.0,Job Search,Job Search,Closed,813346468.0,Employment Services,Closed,2019-07-18,2019-09-08,52.0,7,2019,9.0,2019.0,1163363264.0,1-64732337948,1400.0,,,12.0,NEO PWD REACHBACK,BCEA NEO PWD and EI Reachback,1961-01-23,Woman/Girl,Apprenticeship,1960,63,60+
8925936994.0,Skills Enhancement - ESS Workshops,Prepare for Employment Workshop,Closed,867328719.0,Employment Services,Open,2020-08-24,2020-08-27,3.0,8,2020,8.0,2020.0,1234692536.0,1-51640482032,13368.25,,,7.0,EI REACHBACK,EI Reachback,1990-06-22,Woman/Girl,Apprenticeship,1990,33,30 - 39
8969916464.0,Job Sustainment,Job Sustainment,Closed,862400626.0,Employment Services,Closed,2020-09-09,2022-05-03,601.0,9,2020,5.0,2022.0,1128409598.0,1-721156-231812,1487.5,1487.5,0.0,11.0,NEO PWD ACTIVE,BCEA NEO PWD and EI Active,1992-01-09,Man/Boy,Elementary,1990,32,30 - 39
2286845694.0,Client Needs Assessment,Client Needs Assessment,Cancelled,810294539.0,Employment Services,Closed,2019-07-23,2019-10-28,97.0,7,2019,10.0,2019.0,1159970506.0,1-64668333707,,,,1.0,BCEA EO,BCEA EO,1996-11-27,Man/Boy,Apprenticeship,1990,27,20 - 29
2277238994.0,Client Needs Assessment,Client Needs Assessment,Closed,810607334.0,Employment Services,Closed,2019-07-27,2019-08-14,18.0,7,2019,8.0,2019.0,1151571731.0,1-64608445440,1400.0,,,12.0,NEO PWD REACHBACK,BCEA NEO PWD and EI Reachback,1980-04-07,Woman/Girl,University,1980,43,40 - 49
8959681264.0,Skills Enhancement - ESS Workshops,Find Jobs or Work Experience Workshop,Closed,867332188.0,Employment Services,Closed,2020-09-25,2020-09-30,5.0,9,2020,9.0,2020.0,1233432248.0,1-51415161144,1750.0,,,8.0,EI REACHBACK,EI Reachback,1988-12-16,Man/Boy,Elementary,1980,35,30 - 39
7651526264.0,Skills Enhancement - STOC,Emergency First Aid,Closed,864429668.0,Employment Services,Open,2022-11-17,2022-11-19,2.0,11,2022,11.0,2022.0,1874497482.0,1-50928560015,157.24,0.0,130.38,14.0,NEO PPMB REACHBACK,BCEA NEO PPMB and EI Reachback,2000-07-23,Man/Boy,Apprenticeship,2000,23,20 - 29
2541923994.0,Client Needs Assessment,Client Needs Assessment,Closed,880039998.0,Employment Services,Closed,2020-03-04,2020-11-03,244.0,3,2020,11.0,2020.0,1286970525.0,1-60023582516,,,,6.0,EI ACTIVE,EI Active,1988-01-16,Woman/Girl,Apprenticeship,1980,36,30 - 39
2536351264.0,Job Sustainment,Job Sustainment,Closed,885614742.0,Employment Services,Closed,2020-02-15,2021-02-15,366.0,2,2020,2.0,2021.0,1222328501.0,1-60663090567,2858.12,2712.5,72.81,9.0,EO ACTIVE,BCEA EO and EI Active,1999-12-28,Man/Boy,Apprenticeship,1990,24,20 - 29
8406031994.0,Client Needs Assessment,Client Needs Assessment,In Progress,865716818.0,Employment Services,Open,2021-09-23,2023-09-22,729.0,9,2021,9.0,2023.0,1813465544.0,1-56872832556,,,,16.0,NEO OTHER REACHBACK,BCEA NEO Other and EI Reachback,2006-02-03,Man/Boy,University,2000,18,19-
8405999464.0,Client Needs Assessment,Client Needs Assessment,Closed,865716894.0,Employment Services,Closed,2021-09-23,2021-09-28,5.0,9,2021,9.0,2021.0,1813465566.0,1-56871603604,,,,6.0,EI ACTIVE,EI Active,2004-09-12,Man/Boy,Secondary,2000,19,19-
7274470994.0,Job Sustainment,Job Sustainment,In Progress,864267664.0,Employment Services,Open,2022-05-10,2023-07-03,419.0,5,2022,7.0,2023.0,1885574903.0,1-54577951741,1312.5,1312.5,0.0,3.0,BCEA NEO PPMB,BCEA NEO PPMB,1990-07-18,Woman/Girl,College,1990,33,30 - 39
7252172464.0,Skills Enhancement - ESS Workshops,Find Jobs or Work Experience Workshop,Closed,866266765.0,Employment Services,Open,2022-05-09,2022-05-20,11.0,5,2022,5.0,2022.0,1206344832.0,1-52739518564,20033.36,,,1.0,BCEA EO,BCEA EO,1998-05-19,Woman/Girl,Apprenticeship,1990,25,20 - 29
7269902694.0,Work Experience,Wage Subsidy Work Experience,Closed,864864812.0,Employment Services,Open,2022-05-05,2022-10-19,167.0,5,2022,10.0,2022.0,1880214875.0,1-54079953878,7407.25,0.0,5219.75,6.0,EI ACTIVE,EI Active,1992-12-08,Unspecified,Secondary,1990,31,30 - 39
7252234464.0,Job Search,Job Search,Closed,866269461.0,Employment Services,Open,2022-05-18,2022-06-14,27.0,5,2022,6.0,2022.0,1128496468.0,1-721156-40,3850.0,,,11.0,NEO PWD ACTIVE,BCEA NEO PWD and EI Active,2000-12-26,Woman/Girl,Apprenticeship,2000,23,20 - 29
